created_at,solved_at,average hours to resolution,initial_response,month created,cases count,channel,satisfaction,subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric_set_id,metric_set_full_resolution_time_in_minutes_business,metric_set_agent_wait_time_in_minutes_calendar,via_source_from_address,via_source_from_name,via_source_to_address,via_source_to_name,via_source_rel,requester_domain,submitter_domain,assignee_domain,Username__c,Order ID__c,Username of person being reported__c,Links to evidence of abuse__c,satisfaction_rating_id,satisfaction_rating_comment,via_source_from_ticket_id,via_source_from_subject,_BATCH_ID_,_BATCH_LAST_RUN_
7/23/17 0:00,8/3/17 0:00,80,3172,2017-07,I5ZuGXbE,api,bad,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hnuqCbnH,,0,Armand@modocorp.com,Cedric Edwards,Jelani@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
9/28/17 0:00,3/16/17 0:00,74,1287,2017-09,JUDV7DQ8,email,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stgasQn2,,0,Scarlett@modocorp.com,Jolene Baldwin,Xaviera@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
3/29/18 0:00,5/15/17 0:00,26,1650,2018-03,3ZDqa2mC,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakn41t8,,1,Nero@modocorp.com,Wilma Wright,Felix@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
10/24/17 0:00,9/21/17 0:00,37,2676,2017-10,UUNRpRGM,api,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tjl6dzjR,,0,Scarlett@modocorp.com,Hyacinth Edwards,Xavier@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
1/7/18 0:00,1/16/18 0:00,25,2976,2018-01,iYAoiqIz,email,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lsWdpaoU,,1,Fletcher@modocorp.com,Neville Hill,Gemma@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
10/23/17 0:00,3/6/18 0:00,34,2645,2017-10,cpcjEMDJ,email,good,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77iwzAxx,,1,Colby@modocorp.com,Gemma Randall,Barrett@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
12/6/17 0:00,8/6/17 0:00,80,2341,2017-12,HKPSFLEj,api,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mAmli0Tn,,0,Anthony@modocorp.com,Anthony Conner,Edan@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
7/7/17 0:00,12/29/17 0:00,45,2500,2017-07,7PNPhFi8,email,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ioRzlWRj,,1,Vielka@modocorp.com,Fulton Hobbs,Hanna@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
11/25/17 0:00,3/26/17 0:00,72,2803,2017-11,ThVrhp32,email,bad,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LhhJJK6T,,1,Beverly@modocorp.com,Octavius Barker,Neve@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
6/12/17 0:00,8/28/17 0:00,52,2625,2017-06,XyV1OcKO,api,good,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1wpFHkJ,,0,Vielka@modocorp.com,Porter Malone,Declan@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
1/8/18 0:00,1/9/18 0:00,3,3757,2018-01,P9wnWMBQ,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nI2WBk3U,,0,Nero@modocorp.com,Wilma Wright,Felix@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
8/20/17 0:00,12/25/17 0:00,97,1304,2017-08,fCgW8ESj,email,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3YuyXTyi,,1,Brian@modocorp.com,Bruce Henson,Brady@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
2/18/18 0:00,11/26/17 0:00,47,3573,2018-02,YO8eMVGq,api,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kavRExwj,,1,Leah@modocorp.com,Davis Cross,Germane@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
12/24/17 0:00,2/21/18 0:00,50,641,2017-12,McCkiTuZ,email,unoffered,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9sjVhtW,,0,Fletcher@modocorp.com,Neville Hill,Gemma@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
10/20/17 0:00,6/17/17 0:00,12,67,2017-10,t9hWCCH9,api,bad,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lwuKMbul,,0,Prescott@modocorp.com,Willow Green,Gillian@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
12/7/17 0:00,9/22/17 0:00,48,481,2017-12,wDJug2FZ,email,good,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E1wreFpb,,0,Leah@modocorp.com,Declan Alston,Serina@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
7/24/17 0:00,7/4/17 0:00,16,1784,2017-07,Vp2Y1lzu,web,unoffered,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7piXqaRQ,,0,Scarlett@modocorp.com,Jolene Baldwin,Xaviera@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
6/19/17 0:00,7/11/17 0:00,52,2240,2017-06,1uHia61d,api,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2M8AG3b,,0,Hyatt@modocorp.com,Fletcher Dorsey,Riley@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
5/1/17 0:00,1/4/18 0:00,58,2744,2017-05,hUqYS8dd,api,bad,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s2FUEH69,,0,Knox@modocorp.com,Colby Delaney,Virginia@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
7/31/17 0:00,5/16/17 0:00,3,2965,2017-07,L05f3EKH,email,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kDsbAhJF,,0,Noble@modocorp.com,Christen Campos,Brennan@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
5/27/17 0:00,2/25/18 0:00,36,3726,2017-05,RuuNF7iK,api,good,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K7vxaCPC,,0,Gemma@modocorp.com,Colleen Hobbs,Fletcher@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
7/8/17 0:00,1/26/18 0:00,36,1921,2017-07,gwV5adG8,api,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lth0BJtg,,1,Leah@modocorp.com,Davis Cross,Germane@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
10/2/17 0:00,6/18/17 0:00,1,294,2017-10,mQZxPfJg,email,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RGQfgDYe,,1,Jescie@modocorp.com,Kareem Hobbs,Angelica@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
2/24/18 0:00,3/9/18 0:00,22,1228,2018-02,B6M66RT9,api,good,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RWTkws6W,,0,Colby@modocorp.com,Gemma Randall,Barrett@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
9/15/17 0:00,5/14/17 0:00,47,1956,2017-09,8DCRt43b,email,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9Zm7TEq6,,1,Uma@modocorp.com,Colin Sawyer,Angelica@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
10/17/17 0:00,3/22/17 0:00,88,1896,2017-10,N6GkdAqw,api,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6yb56bWT,,1,Felix@modocorp.com,Gemma Britt,Davis@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
10/13/17 0:00,7/18/17 0:00,67,1927,2017-10,Kztl2qZB,email,good,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aro6hFC4,,1,Colby@modocorp.com,Gemma Randall,Barrett@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
12/12/17 0:00,1/6/18 0:00,66,3695,2017-12,41PbYESZ,api,bad,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yFZWtZV9,,0,Jescie@modocorp.com,Leslie Preston,Lunea@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
12/7/17 0:00,5/26/17 0:00,81,1598,2017-12,SDGQtM27,api,bad,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sjzfAOe0,,1,Jescie@modocorp.com,Irene Knight,Amal@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
8/19/17 0:00,5/20/17 0:00,17,2021,2017-08,vhNmebpb,email,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84r99JBr,,0,Scarlett@modocorp.com,Hyacinth Edwards,Xavier@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
2/10/18 0:00,3/14/17 0:00,51,2275,2018-02,sYgDBF8H,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eIH8FE69,,1,Nero@modocorp.com,Wilma Wright,Felix@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
7/5/17 0:00,6/16/17 0:00,47,2653,2017-07,JCDY8hA7,api,unoffered,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rFmVNaIm,,0,Jescie@modocorp.com,Irene Knight,Amal@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
2/18/18 0:00,3/11/18 0:00,20,2434,2018-02,MxEvJge9,api,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOwATAMq,,1,Hyatt@modocorp.com,Fletcher Dorsey,Riley@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
6/23/17 0:00,6/30/17 0:00,30,1268,2017-06,kP0cWN4T,api,good,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tMndyrmG,,0,Jescie@modocorp.com,Leslie Preston,Lunea@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
4/30/17 0:00,10/1/17 0:00,65,3307,2017-04,5TzJljRw,api,bad,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q8i3xEcd,,1,Barbara@modocorp.com,Holmes Oconnor,Aquila@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
10/24/17 0:00,8/2/17 0:00,43,1731,2017-10,ntmI5nq7,email,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FyAmfQNC,,0,Scarlett@modocorp.com,Jolene Baldwin,Xaviera@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
3/7/18 0:00,5/13/17 0:00,9,760,2018-03,OCg3hZ3R,api,unoffered,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KQk2gXbI,,1,Aquila@modocorp.com,Jacqueline Flynn,Germane@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
6/24/17 0:00,9/22/17 0:00,36,692,2017-06,Gm5p4pqX,email,unoffered,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icS4YSui,,1,Lavinia@modocorp.com,Rigel Alston,Nissim@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
9/28/17 0:00,3/30/17 0:00,23,1573,2017-09,RBiA2DTh,api,good,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0A5u9W80,,0,Ezra@modocorp.com,Edan Wright,Joseph@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
6/30/17 0:00,11/1/17 0:00,57,447,2017-06,ZWHelavK,api,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t9YWT5G7,,0,Vielka@modocorp.com,Nissim Malone,Venus@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
10/17/17 0:00,3/14/18 0:00,0,1933,2017-10,WNC7sTTC,email,unoffered,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDhGz529,,1,Fletcher@modocorp.com,Neville Hill,Gemma@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
2/25/18 0:00,9/28/17 0:00,57,2568,2018-02,nhbzcKd7,api,bad,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAFYZkYf,,0,Wilma@modocorp.com,Uma Martinez,Lionel@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
1/24/18 0:00,4/9/17 0:00,22,3453,2018-01,YKbDbrBe,api,bad,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2wsf9OO,,1,Irene@modocorp.com,Luke Holt,Emmanuel@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
6/27/17 0:00,4/5/17 0:00,97,1304,2017-06,UN8icEzh,email,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cds3RJVG,,1,Brian@modocorp.com,Bruce Henson,Brady@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,service was good a quick,,,1,3/31/18 21:04
5/26/17 0:00,7/7/17 0:00,10,2753,2017-05,ShVlQGxy,api,good,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Uuv9ISO,,1,Abra@modocorp.com,Florence Malone,Pandora@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
11/14/17 0:00,4/3/17 0:00,60,443,2017-11,8qPTe9UI,api,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5D0qpxB,,0,Aquila@modocorp.com,Jacqueline Flynn,Germane@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
12/14/17 0:00,3/23/17 0:00,38,1274,2017-12,VO7kzFrC,api,unoffered,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4GDuZiag,,1,Linus@modocorp.com,Luke Fowler,Lana@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
9/2/17 0:00,12/31/17 0:00,55,2380,2017-09,9MjkTI8r,email,good,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x5oUuRWk,,0,Leah@modocorp.com,Declan Alston,Serina@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
5/18/17 0:00,7/8/17 0:00,28,2398,2017-05,lSLJBC4l,email,unoffered,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0VPwkNYX,,0,Vielka@modocorp.com,Porter Malone,Declan@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
3/29/17 0:00,3/5/17 0:00,16,1405,2017-03,uVjeuL2X,api,bad,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10VZk8hf,,1,Jescie@modocorp.com,Leslie Preston,Lunea@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
3/7/18 0:00,5/23/17 0:00,58,3510,2018-03,YEQ4okY0,email,good,looking for a bug fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jpFBKyPr,,1,Fletcher@modocorp.com,Neville Hill,Gemma@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,huge thanks for the fast response,,,1,3/31/18 21:04
12/18/17 0:00,2/16/18 0:00,14,2197,2017-12,B7jK2kiv,email,good,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vht5fDdZ,,1,Wilma@modocorp.com,Noelani Wong,Edan@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
9/1/17 0:00,6/30/17 0:00,30,3544,2017-09,UxxEa9tD,api,good,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XC1IwERF,,1,Abra@modocorp.com,Florence Malone,Pandora@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
4/3/17 0:00,1/23/18 0:00,26,3183,2017-04,dTE9LomU,api,good,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KQkpSlIY,,1,Ivory@modocorp.com,Kermit Preston,Hyacinth@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
10/4/17 0:00,12/3/17 0:00,32,3856,2017-10,ASdZpERg,email,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YQfz5nDX,,1,Jescie@modocorp.com,Kareem Hobbs,Angelica@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,Big thanks.,,,1,3/31/18 21:04
11/12/17 0:00,2/26/18 0:00,52,3991,2017-11,xhYf7Wbn,email,good,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPpmqjsL,,0,Forrest@modocorp.com,Dillon Keller,Lavinia@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
4/29/17 0:00,2/14/18 0:00,71,2788,2017-04,NscDhY0q,api,unoffered,need help on email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UDht7ulX,,1,Aquila@modocorp.com,Jacqueline Flynn,Germane@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
10/9/17 0:00,11/2/17 0:00,18,5,2017-10,7TlCmJdm,api,bad,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ccu92SD0,,1,Gillian@modocorp.com,Barrett Keller,Pascale@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
3/19/18 0:00,7/1/17 0:00,72,1754,2018-03,eKPYKLMK,api,unoffered,power troubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kuztO9Qk,,0,Kelsey@modocorp.com,Thomas Pearson,Indigo@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,thank you!,,,1,3/31/18 21:04
2/22/18 0:00,9/7/17 0:00,70,3575,2018-02,LHVxcAaQ,api,unoffered,need help downloading software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0PGnOFWa,,1,Barbara@modocorp.com,Holmes Oconnor,Aquila@modocorp.com,DeviantArt,,openroadmedia.com,openroadmedia.com,deviantart.com,,,,,,A bit slow. Still reliable.,,,1,3/31/18 21:04
